Entity,Code,Year,$10 a day - Number not in poverty,$6.85-$10 - Number in poverty,$3.65-$6.85 - Number in poverty,$2.15-$3.65 - Number in poverty,$2.15 a day - Number in poverty
Ghana,GHA,1988,169365,290457,1694906,4074508,8442441
Ghana,GHA,1991,171737,316979,1566673,3621684,10166398
Ghana,GHA,1998,303414,628644,3052869,4437621,10292160
Ghana,GHA,2005,893508,1125400,4703469,6220627,9553947
Ghana,GHA,2012,2509348,2738844,7678402,7032160,6900008
Ghana,GHA,2016,2953076,3408014,8766796,6976205,7450212
Greece,GRC,1995,9218143,842845,264443,53186,183536
Greece,GRC,2000,10049962,459445,191313,51804,53284
Greece,GRC,2003,10494090,231253,130272,18001,54454
Greece,GRC,2004,10519979,229813,93632,41403,70314
Greece,GRC,2005,10568308,230434,129862,21511,37199
Greece,GRC,2006,10516449,256465,149005,37532,60911
Greece,GRC,2007,10659444,197279,109088,27501,55161
Greece,GRC,2008,10719001,185499,113445,21739,38157
Greece,GRC,2009,10700231,210572,121573,5041,69600
Greece,GRC,2010,10538979,293559,143018,37567,108218
Greece,GRC,2011,9920884,604760,356840,97716,124699
Greece,GRC,2012,9377142,870779,484488,151795,160807
Greece,GRC,2013,9223126,837208,614620,185520,104737
Greece,GRC,2014,9198763,854563,521958,152306,164823
Greece,GRC,2015,9119301,859239,538558,155529,148256
Greece,GRC,2016,9263269,824895,468195,107628,111984
Greece,GRC,2017,9451636,730333,401176,77670,93864
Greece,GRC,2018,9663114,677774,361781,15234,14979
Greece,GRC,2019,9793151,508751,283729,62020,73931
Greece,GRC,2020,9694691,587818,249762,80044,86284
Guatemala,GTM,1986,534445,477501,1424113,1640488,4028374
Guatemala,GTM,1989,1235598,830740,1868359,1613500,3257798
Guatemala,GTM,1998,3192164,1743152,2866157,1698663,1546079
Guatemala,GTM,2000,3749446,2047396,3077041,1602360,1113518
Guatemala,GTM,2006,4652091,2136598,3089977,1795297,1539367
Guatemala,GTM,2014,4165996,2660567,4521504,2500888,1457361
Guinea,GIN,1991,1,0,204767,597695,5813271
Guinea,GIN,1994,412453,468145,1534968,1884371,2962175
Guinea,GIN,2002,225421,296258,1295477,2198290,4562344
Guinea,GIN,2007,229992,450415,1745256,2549602,4571817
Guinea,GIN,2012,331724,693504,3319430,3796041,2647993
Guinea,GIN,2018,477199,1183646,5043923,4115001,1735095
Guinea-Bissau,GNB,1993,44492,54611,222889,288472,446297
Guinea-Bissau,GNB,2002,14596,26296,182475,378760,683551
Guinea-Bissau,GNB,2010,55284,33587,153799,279448,1045102
Guinea-Bissau,GNB,2018,88968,157383,585469,676180,416955
Guyana,GUY,1992,45003,65441,217813,197828,218913
Guyana,GUY,1998,179803,148868,239711,98290,90025
Haiti,HTI,2001,327101,277676,856711,1276426,5773814
Haiti,HTI,2012,582602,852658,2807502,2914873,2950904
Honduras,HND,1989,549424,405587,1011099,984083,1963483
Honduras,HND,1990,491985,389639,1023672,1025709,2122229
Honduras,HND,1991,610107,460126,1301921,1225405,1599328
Honduras,HND,1992,713939,547848,1408412,1233178,1441397
Honduras,HND,1993,941172,702759,1465567,1209390,1177953
Honduras,HND,1994,1012817,681684,1485735,1098784,1373914
Honduras,HND,1995,1031329,653939,1448214,1154699,1524651
Honduras,HND,1996,969776,651571,1430803,1218037,1706363
Honduras,HND,1997,1284241,831783,1684999,1139457,1203632
Honduras,HND,1998,1390897,837769,1541552,989960,1548359
Honduras,HND,1999,1361976,824726,1601866,1074301,1614496
Honduras,HND,2001,2068699,908292,1537188,967247,1356435
Honduras,HND,2002,1773385,926834,1649029,1126619,1544041
Honduras,HND,2003,1628288,895447,1561654,1208032,1908460
Honduras,HND,2004,1751779,869223,1660038,1224544,1877823
Honduras,HND,2005,1941790,932186,1676228,1118185,1896224
Honduras,HND,2006,2298743,1076780,1653890,1078288,1637499
Honduras,HND,2007,2515079,1112364,1904139,1153257,1239623
Honduras,HND,2008,2731889,1212717,1816654,1105479,1235038
Honduras,HND,2009,2970942,1297431,1882677,1106316,1019936
Honduras,HND,2010,2916074,1202572,1984336,1181536,1166415
Honduras,HND,2011,2859934,1327330,2015763,1184468,1235009
Honduras,HND,2012,2493463,1295803,2118287,1390753,1494061
Honduras,HND,2013,2720217,1362753,2258796,1313457,1305434
Honduras,HND,2014,2769748,1514371,2215984,1415366,1212377
Honduras,HND,2015,2884518,1461298,2293064,1449426,1206199
Honduras,HND,2016,3189289,1493182,2099582,1296808,1381937
Honduras,HND,2017,3141755,1558394,2278786,1314058,1333849
Honduras,HND,2018,3259067,1509255,2356389,1274267,1393872
Honduras,HND,2019,3489156,1535619,2302139,1362862,1269053
Honduras (urban),,1986,118208,102162,302686,352387,854878
Hungary,HUN,1987,10326727,231200,42743,5181,6890
Hungary,HUN,1989,4299331,3546083,2545709,82512,8084
Hungary,HUN,1991,8931270,743238,447007,78049,173836
Hungary,HUN,1993,7990105,1872122,443064,32867,19365
Hungary,HUN,1994,7786506,1503222,802866,122377,128384
Hungary,HUN,1998,6179900,2728002,1254719,99127,4822
Hungary,HUN,1999,6056438,2796224,1291933,85636,7299
Hungary,HUN,2000,6255943,2675761,1197437,75613,6217
Hungary,HUN,2001,7432100,1942331,757105,56040,0
Hungary,HUN,2002,7526910,1936059,680928,14711,0
Hungary,HUN,2003,7652351,1639625,768792,66947,1837
Hungary,HUN,2004,8032172,1452463,576970,45541,0
Hungary,HUN,2005,8063616,1412159,570698,40592,0
Hungary,HUN,2006,8146209,1351433,540859,32869,0
Hungary,HUN,2007,8111662,1318024,552160,73934,0
Hungary,HUN,2008,8772289,936622,305594,21548,2135
Hungary,HUN,2009,8605499,1012398,381827,16432,6494
Hungary,HUN,2010,8521090,934500,512958,24296,7179
Hungary,HUN,2011,8543785,852532,540685,25595,9130
Hungary,HUN,2012,8108815,1041180,670921,67130,32316
Hungary,HUN,2013,8155190,1012177,639848,68030,17837
Hungary,HUN,2014,8343477,987294,422601,48207,64889
Hungary,HUN,2015,8531485,923504,258622,67784,61633
Hungary,HUN,2016,8907037,581660,136732,56230,132364
Hungary,HUN,2017,8949201,442969,251299,84862,59635
Hungary,HUN,2018,9081971,421348,204362,47596,20287
Hungary,HUN,2019,9229806,293007,162119,56729,29480
Hungary,HUN,2020,9289187,218346,163793,44554,34269
Iceland,ISL,2003,286984,1493,775,269,0
Iceland,ISL,2004,289985,909,683,0,497
Iceland,ISL,2005,294745,1311,266,302,110
Iceland,ISL,2006,302136,331,470,399,446
Iceland,ISL,2007,310532,145,479,159,251
Iceland,ISL,2008,316325,453,443,0,193
Iceland,ISL,2009,316235,1312,642,0,310
Iceland,ISL,2010,315456,1151,818,141,475
Iceland,ISL,2011,315469,1150,1707,295,393
Iceland,ISL,2012,318298,1368,685,257,108
Iceland,ISL,2013,322559,659,260,134,152
Iceland,ISL,2014,325666,1314,232,174,0
Iceland,ISL,2015,329625,765,311,0,114
Iceland,ISL,2016,334496,287,388,268,0
Iceland,ISL,2017,342637,622,79,62,0
India,IND,1977,5695233,9116994,57213665,168358563,411301173
India,IND,1983,7146675,12843282,81456973,224756473,419623143
India,IND,1987,11105061,16622561,103166170,272167521,412654812
India,IND,1993,10312420,21417340,132240039,321025374,441356124
India,IND,2004,25488585,37847547,202224452,417224726,453479273
India,IND,2009,34919427,52259272,260854668,473431456,402175337
India,IND,2011,52796322,74502059,346848388,500103921,283370501
India,IND,2015,69675066,77161778,369923891,558325506,247780264
India,IND,2016,71106949,80146079,386494850,558510337,242378125
India,IND,2017,94691017,103796144,419735929,554974907,180997683
India,IND,2018,109770098,128959642,489042003,489437493,151794070
India,IND,2019,101608581,142257801,504479071,458678510,176088087
India,IND,2020,87668628,135641986,479291704,488189906,205594903
India,IND,2021,95656478,143945356,512879222,487594504,167488282
India (rural),,1977,2738383,4848959,32862440,119089933,348605637
India (rural),,1983,3258496,6525079,45733214,159685405,352528431
India (rural),,1987,5374264,8388621,60149842,200819883,338498301
India (rural),,1993,3727317,8385771,73518618,232358892,365740031
India (rural),,2004,9495306,14589939,110558899,307113017,366092870
India (rural),,2009,9453871,18822336,144371872,354292874,322424391
India (rural),,2011,17012188,31937789,210075435,377817756,227444419
India (rural),,2015,27414220,37321214,233121894,395763486,195649737
India (rural),,2016,28917708,37597020,237918885,410297799,179718618
India (rural),,2017,39897465,49096249,251122403,427829524,131240291
India (rural),,2018,43821580,52938316,317440034,383448194,105483357
India (rural),,2019,42177553,73251747,333907263,331554342,125434759
India (rural),,2020,33939274,71701020,308210682,349250967,145583016
India (rural),,2021,34540403,73379745,331652155,354733047,115079421
India (urban),,1977,2956839,4268037,24351234,49268613,62695553
India (urban),,1983,3888178,6318210,35723722,65071088,67094723
India (urban),,1987,5730776,8233995,43016299,71347620,74156524
India (urban),,1993,6585106,13031557,58721414,88666488,75616103
India (urban),,2004,15993272,23257624,91665553,110111702,87386401
India (urban),,2009,25465552,33436965,116482786,119138549,79750964
India (urban),,2011,35784105,42564282,136772995,122286135,55926087
India (urban),,2015,42260808,39840590,136801988,162562039,52130529
India (urban),,2016,42189266,42549043,148575986,148212508,62659507
India (urban),,2017,54793593,54699864,168613520,127145382,49757389
India (urban),,2018,65948546,76021323,171601942,105989297,46310717
India (urban),,2019,59431083,69006019,170571792,127124173,50653319
India (urban),,2020,53729337,63940981,171081026,138938936,60011888
India (urban),,2021,61116078,70565621,181227074,132861437,52408861
Indonesia,IDN,1984,575174,1510548,10197938,29652783,120395519
Indonesia,IDN,1987,759499,1374082,9372513,32773044,128142252
Indonesia,IDN,1990,1369748,2971859,17419643,46091034,114307590
Indonesia,IDN,1993,1891234,3135128,18867120,48781134,119062671
Indonesia,IDN,1996,3616928,5653049,28604396,60229697,103269721
Indonesia,IDN,1998,984108,2232698,16143475,44817573,143677632
Indonesia,IDN,1999,2344932,4837083,31307038,75516516,96991341
Indonesia,IDN,2000,2312634,4407944,32613348,81395598,93342897
Indonesia,IDN,2001,2980667,5634252,36233965,85694037,86569516
Indonesia,IDN,2002,7090430,10845603,53142633,90058424,58978002
Indonesia,IDN,2003,7203466,12804291,56995073,87077514,58999777
Indonesia,IDN,2004,8014219,12030560,57333797,87523016,61037003
Indonesia,IDN,2005,8078789,13598968,61916763,88824264,56386360
Indonesia,IDN,2006,7425090,12472509,54064710,86936400,70898718
Indonesia,IDN,2007,11511632,16787133,63717730,83542288,59299506
Indonesia,IDN,2008,11027636,17298659,67491206,83236955,58882087
Indonesia,IDN,2009,12216045,18603554,71564664,88092559,50504477
Indonesia,IDN,2010,18052237,24678711,77634308,79110423,44540494
Indonesia,IDN,2011,24359973,26738606,78340118,78883442,38777558
Indonesia,IDN,2012,26270420,27516744,81183609,80883042,34368880
Indonesia,IDN,2013,31779793,28616051,82523530,82043344,28313200
Indonesia,IDN,2014,32566266,31662287,88323096,79946321,23731791
Indonesia,IDN,2015,34218695,35868155,96133157,71428767,21443196
Indonesia,IDN,2016,40335506,42801239,91121886,67907328,19684223
Indonesia,IDN,2017,46770195,45123141,94089987,61010075,17505454
Indonesia,IDN,2018,51358361,47885533,97287949,56048493,14486507
Indonesia,IDN,2019,52121251,50536506,100422615,54693227,11809279
Indonesia,IDN,2020,54409216,52490647,101171289,53370937,10415881
Indonesia,IDN,2021,55435376,52319816,104694244,51592513,9711242
Indonesia,IDN,2022,55450068,53630735,110703961,48903670,6812905
Indonesia (rural),,1984,14,502143,3965542,15798897,101086286
Indonesia (rural),,1987,232640,394831,3325713,17676410,102798302
Indonesia (rural),,1990,15,848956,6288980,26886287,92423860
Indonesia (rural),,1993,205147,465880,5554168,26619392,94070158
Indonesia (rural),,1996,394299,1036400,9317010,34725399,80919152
Indonesia (rural),,1998,93609,235436,3605758,19240967,102383493
Indonesia (rural),,1999,276337,780090,10273485,42857893,70739245
Indonesia (rural),,2000,225830,844664,11140439,45047256,66899534
Indonesia (rural),,2001,310030,901989,11287727,48094808,63630669
Indonesia (rural),,2002,654068,2225430,20093079,53860509,47382263
Indonesia (rural),,2003,599529,2127486,22021918,53512033,45869737
Indonesia (rural),,2004,700451,1913427,21304031,52402194,47609476
Indonesia (rural),,2005,1086706,3041699,23100767,52475781,43982532
Indonesia (rural),,2006,1027309,2412077,17959111,48853348,53208101
Indonesia (rural),,2007,1568960,3801147,25046783,48582605,44218906
Indonesia (rural),,2008,1556846,4094494,26557466,48689416,42031693
Indonesia (rural),,2009,1918014,4429130,28920688,51908823,35400893
Indonesia (rural),,2010,2836582,7328116,36147357,44942241,30963644
Indonesia (rural),,2011,5183634,9229265,36944275,44355259,26367172
Indonesia (rural),,2012,4959934,9325720,38440409,46209609,22982834
Indonesia (rural),,2013,5090803,10491712,41509090,46458536,18136274
Indonesia (rural),,2014,5834077,11625242,45198441,44218593,14486873
Indonesia (rural),,2015,7260188,13728042,47728178,39880129,12365731
Indonesia (rural),,2016,8347913,15464134,48285016,36876996,11505828
Indonesia (rural),,2017,9681470,20167023,47243358,32741789,10092784
Indonesia (rural),,2018,11455337,21819221,47020265,30478445,8538844
Indonesia (rural),,2019,11324901,22541905,48274435,29523381,6992282
Indonesia (rural),,2020,12400495,22839507,48453241,28191676,5989978
Indonesia (rural),,2021,13732796,22470761,49116164,26194851,5405416
Indonesia (rural),,2022,15199779,21290824,51466408,24320422,3614960
Indonesia (urban),,1984,575160,1008404,6232402,13853888,19309226
Indonesia (urban),,1987,526863,979241,6046802,15096636,25343952
Indonesia (urban),,1990,1369741,2122894,11130663,19204743,21883735
Indonesia (urban),,1993,1686087,2669250,13312942,22161749,24992514
Indonesia (urban),,1996,3222622,4616662,19287377,25504302,22350568
Indonesia (urban),,1998,890497,1997265,12537718,25576603,41294140
Indonesia (urban),,1999,2068595,4057000,21033552,32658618,26252095
Indonesia (urban),,2000,2086796,3563281,21472921,36348332,26443368
Indonesia (urban),,2001,2670641,4732253,24946238,37599236,22938846
Indonesia (urban),,2002,6436358,8620171,33049563,36197914,11595737
Indonesia (urban),,2003,6603941,10676792,34973170,33565476,13130039
Indonesia (urban),,2004,7313770,10117131,36029766,35120824,13427525
Indonesia (urban),,2005,6992073,10557269,38816008,36348484,12403825
Indonesia (urban),,2006,6397783,10060430,36105608,38083043,17690617
Indonesia (urban),,2007,9942663,12985986,38670962,34959679,15080598
Indonesia (urban),,2008,9470798,13204156,40933737,34547542,16850395
Indonesia (urban),,2009,10298037,14174419,42643977,36183737,15103581
Indonesia (urban),,2010,15215661,17350591,41486941,34168192,13576848
Indonesia (urban),,2011,19176331,17509339,41395846,34528191,12410385
Indonesia (urban),,2012,21310488,18191031,42743191,34673433,11386046
Indonesia (urban),,2013,26688999,18124332,41014439,35584808,10176925
Indonesia (urban),,2014,26732185,20037057,43124650,35727725,9244918
Indonesia (urban),,2015,26958508,22140111,48404982,31548635,9077466
Indonesia (urban),,2016,31987590,27337109,42836868,31030334,8178394
Indonesia (urban),,2017,37088723,24956118,46846635,28268282,7412670
Indonesia (urban),,2018,39903022,26066313,50267686,25570047,5947663
Indonesia (urban),,2019,40796348,27994595,52148191,25169843,4816997
Indonesia (urban),,2020,42008716,29651139,52718054,25179261,4425903
Indonesia (urban),,2021,41702577,29849059,55578078,25397663,4305826
Indonesia (urban),,2022,40250295,32339912,59237548,24583246,3197945
Iran,IRN,1986,14405528,8607934,13740656,7688922,4470197
Iran,IRN,1990,14476692,10422171,17079757,9110955,4704054
Iran,IRN,1994,19411145,11933084,17522221,8433809,2685490
Iran,IRN,1998,22873495,12152715,17043412,8519727,2872072
Iran,IRN,2005,40916227,12770695,12478240,3300853,716579
Iran,IRN,2006,41443640,12218827,13303859,3704234,605200
Iran,IRN,2009,44216396,13224699,12390129,3382696,1108765
Iran,IRN,2013,46562985,16683638,12896783,2075961,239561
Iran,IRN,2014,46738037,16109704,13517297,2946869,649765
Iran,IRN,2015,46712904,17060315,14317798,3091080,608744
Iran,IRN,2016,48201019,16783513,14499531,3244617,577551
Iran,IRN,2017,51650860,15923760,13522601,2937338,470517
Iran,IRN,2018,49122585,17417866,15116335,3216280,744496
Iran,IRN,2019,46168717,17684155,17765772,4147365,798193
Iraq,IRQ,2006,12185117,9093979,7014111,602230,10170
Iraq,IRQ,2012,15841347,9648787,7548168,796089,30056
Ireland,IRL,1987,2708955,539202,222619,44883,24398
Ireland,IRL,1994,3250167,295366,27209,11776,5868
Ireland,IRL,1995,3286068,269377,35568,11473,6355
Ireland,IRL,1996,3392036,192650,44675,0,8149
Ireland,IRL,2000,3739229,47999,11162,0,6784
Ireland,IRL,2002,3833926,49164,29795,9820,9242
Ireland,IRL,2003,3938607,39153,9066,4594,5101
Ireland,IRL,2004,4028396,25144,12740,1861,2121
Ireland,IRL,2005,4124161,24791,5671,4388,903
Ireland,IRL,2006,4215614,34164,3640,3146,17027
Ireland,IRL,2007,4365416,10070,17767,1356,4333
Ireland,IRL,2008,4434059,21186,19549,6646,8104
Ireland,IRL,2009,4432878,39618,29949,10679,22251
Ireland,IRL,2010,4436477,47102,33812,18013,24751
Ireland,IRL,2011,4457146,56809,27120,14050,24959
Ireland,IRL,2012,4501962,39260,27799,15103,15409
Ireland,IRL,2013,4511301,40929,26460,13581,31545
Ireland,IRL,2014,4577460,26107,30114,5943,18116
Ireland,IRL,2015,4644859,18294,16147,5371,17286
Ireland,IRL,2016,4695172,20801,19494,13461,6407
Ireland,IRL,2017,4772682,12354,6229,4432,11691
Ireland,IRL,2018,4860590,1207,715,4613,191
Ireland,IRL,2019,4916867,7595,4785,2231,2862
Ireland,IRL,2020,4963788,10936,1558,1906,7194
Israel,ISR,1979,2894485,544087,317492,29936,0
Israel,ISR,1986,3236071,634208,388812,29785,10124
Israel,ISR,1992,4355535,524932,217995,13507,11031
Israel,ISR,1997,4801795,684371,293731,41769,14334
Israel,ISR,2001,5521967,644827,241154,15020,16032
Israel,ISR,2002,5339410,675307,441630,82089,31564
Israel,ISR,2003,5352255,735977,467680,102834,30954
Israel,ISR,2004,5397204,749684,526079,102047,33986
Israel,ISR,2005,5649526,625861,550942,70277,33494
Israel,ISR,2006,5749213,670745,549140,68734,15868
Israel,ISR,2007,6013962,645921,449531,35373,35313
Israel,ISR,2008,6140861,638279,420050,74271,35339
Israel,ISR,2009,6216418,652213,487999,92169,36801
Israel,ISR,2010,6385207,686581,459764,74691,17357
Israel,ISR,2011,6581804,641189,429474,95412,17921
Israel,ISR,2012,6844675,532597,414697,60072,58459
Israel,ISR,2013,7112773,523639,342593,43923,36572
Israel,ISR,2014,7272696,492469,348007,62071,40457
Israel,ISR,2015,7437631,524186,355519,21379,41385
Israel,ISR,2016,7691557,513782,255392,64639,20630
Israel,ISR,2017,7885892,457886,260825,68840,39857
Israel,ISR,2018,8172890,424157,197506,44120,44127
Italy,ITA,1986,53202998,2130004,992785,153925,116443
Italy,ITA,1987,52928227,1841157,865315,264844,702388
Italy,ITA,1989,55409748,981039,162020,118974,0
Italy,ITA,1991,55205148,702991,709782,0,140600
Italy,ITA,1993,52868848,1551117,1311462,405216,695178
Italy,ITA,1995,52442780,2419689,1317430,242432,421972
Italy,ITA,1998,52930247,1704997,997468,282465,991567
Italy,ITA,2000,53531650,1426908,989729,282320,711501
Italy,ITA,2003,55242702,866209,566123,197199,440970
Italy,ITA,2004,55940470,772045,430221,193871,348720
Italy,ITA,2005,56078224,765328,525307,225394,375231
Italy,ITA,2006,56473402,733851,389831,166961,379934
Italy,ITA,2007,56799156,616761,398549,226321,397523
Italy,ITA,2008,56862418,890394,457867,201806,414246
Italy,ITA,2009,57115461,729466,492444,219293,538701
Italy,ITA,2010,56663537,1011294,650338,202217,750031
Italy,ITA,2011,56779272,998412,716334,198976,686455
Italy,ITA,2012,56620735,1062091,770461,371591,714839
Italy,ITA,2013,57102483,1219943,679061,405348,827113
Italy,ITA,2014,57565915,1344676,794890,334664,748995
Italy,ITA,2015,57327450,1053812,797065,368697,1183558
Italy,ITA,2016,57618418,944771,699277,376837,988195
Italy,ITA,2017,57552878,969317,908412,245491,860611
Italy,ITA,2018,57607083,883970,659927,390044,880736
Italy,ITA,2019,57236574,921150,823067,154376,593914
Italy,ITA,2020,57051346,1086425,608532,200518,492030
Jamaica,JAM,1988,790181,486660,677101,291705,109158
Jamaica,JAM,1990,718172,490928,786743,327285,68902
Jamaica,JAM,1993,397773,477628,939361,461882,182418
Jamaica,JAM,1996,831836,616681,795068,224394,64915
Jamaica,JAM,1999,1246890,559353,568495,161437,60096
Jamaica,JAM,2002,1252624,506082,644994,178384,56160
Jamaica,JAM,2004,1325570,564139,581563,161390,31362
Japan,JPN,2008,122397019,2822590,1583603,645309,614479
Japan,JPN,2010,126891897,559550,307592,310961,0
Japan,JPN,2013,124276162,1325044,641473,274664,927657
Jordan,JOR,1986,1947293,536465,394347,1694,0
Jordan,JOR,1992,1789975,820227,991069,240925,24691
Jordan,JOR,1997,2045040,1201089,1287748,180539,19249
Jordan,JOR,2002,2799722,1275516,1058715,131282,10297
Jordan,JOR,2006,3880563,1372636,769753,47074,5522
Jordan,JOR,2008,4311937,1524236,759311,36672,717
Jordan,JOR,2010,4975912,1388458,540502,23554,2832
Kazakhstan,KAZ,1993,1993401,2887758,6738115,3379639,1381759
Kazakhstan,KAZ,1996,2392497,2968287,5658249,3322203,1236991
Kazakhstan,KAZ,2001,1562076,2234114,5474510,3683626,1904009
Kazakhstan,KAZ,2002,1755209,2361433,5780337,3641399,1320570
Kazakhstan,KAZ,2003,2117516,2716140,5906535,3249268,919560
Kazakhstan,KAZ,2004,2267099,3088971,6414568,2744409,497937
Kazakhstan,KAZ,2005,3203605,2634749,5000566,2996161,1311948
Kazakhstan,KAZ,2006,3555851,3980723,6482958,1133716,154837
Kazakhstan,KAZ,2007,4993132,4613888,5185880,631593,59699
Kazakhstan,KAZ,2008,5146883,4844346,5254331,493061,38317
Kazakhstan,KAZ,2009,5205289,4841867,5403194,603179,39293
Kazakhstan,KAZ,2010,5959875,5131717,4762500,435932,31848
Kazakhstan,KAZ,2011,8340557,5042918,2997137,164819,11771
Kazakhstan,KAZ,2012,8686555,4915466,3038115,145502,6452
Kazakhstan,KAZ,2013,9654705,5042611,2261677,70918,5640
Kazakhstan,KAZ,2014,9486720,5239479,2474403,84351,3332
Kazakhstan,KAZ,2015,8857924,5664429,2902999,110740,6714
Kazakhstan,KAZ,2016,7787506,5777748,4004808,215002,8991
Kazakhstan,KAZ,2017,8883460,5757401,3266006,123424,7485
Kazakhstan,KAZ,2018,9801520,5863750,2524145,84270,2767
Kenya,KEN,1992,3511111,2675116,6442547,5506708,6520241
Kenya,KEN,1994,1937893,2447664,7760656,7223973,6763558
Kenya,KEN,1997,2528619,2550654,8120001,7962207,7202783
Kenya,KEN,2005,2262405,2257948,8239881,9937769,13145007
Kenya,KEN,2015,2952798,3735786,12252128,14152788,13757988
Kenya,KEN,2020,1727689,2937526,11658190,17450920,18211455
Kenya,KEN,2021,2197845,2422200,11226370,17999760,19159439
Kiribati,KIR,2006,9024,13554,39671,23795,14039
Kiribati,KIR,2019,12902,25763,61397,22094,2085
Kosovo,OWID_KOS,2003,208184,342160,782500,329775,40847
Kosovo,OWID_KOS,2005,263623,297188,762340,310828,71801
Kosovo,OWID_KOS,2006,225282,322821,787655,313691,70087
Kosovo,OWID_KOS,2009,330724,375079,748507,247102,60062
Kosovo,OWID_KOS,2010,376847,366718,714335,266385,51395
Kosovo,OWID_KOS,2011,334942,432456,803425,186501,33676
Kosovo,OWID_KOS,2012,502712,538568,638851,111887,15088
Kosovo,OWID_KOS,2013,503032,617362,611881,77747,8095
Kosovo,OWID_KOS,2014,524529,567413,608806,91413,20610
Kosovo,OWID_KOS,2015,583887,565913,569994,54458,13944
Kosovo,OWID_KOS,2016,592268,563267,538459,69970,13593
Kosovo,OWID_KOS,2017,564710,614446,537371,66591,7885
Kyrgyzstan,KGZ,1998,437409,504963,1372974,1098139,1355515
Kyrgyzstan,KGZ,2000,50851,185502,955034,1836684,1870329
Kyrgyzstan,KGZ,2001,63070,182593,1161742,1888163,1649532
Kyrgyzstan,KGZ,2002,79018,190637,1243098,1923376,1554571
Kyrgyzstan,KGZ,2003,82925,215584,1338782,2109721,1296288
Kyrgyzstan,KGZ,2004,503984,515508,1827482,1666833,590893
Kyrgyzstan,KGZ,2005,279586,510709,1806363,1865127,700815
Kyrgyzstan,KGZ,2006,654367,760783,1872895,1493500,436855
Kyrgyzstan,KGZ,2007,564151,794523,2139036,1309565,461125
Kyrgyzstan,KGZ,2008,652683,1071686,2384870,1033450,176011
Kyrgyzstan,KGZ,2009,713092,1032150,2633939,920843,83276
Kyrgyzstan,KGZ,2010,621385,984868,2677181,972623,191843
Kyrgyzstan,KGZ,2011,567400,1053044,2829859,994936,69361
Kyrgyzstan,KGZ,2012,519102,980008,2986923,973708,147459
Kyrgyzstan,KGZ,2013,549203,977008,2814247,1229288,149854
Kyrgyzstan,KGZ,2014,564557,1138644,3105137,965980,61182
Kyrgyzstan,KGZ,2015,559241,999540,3142411,1125812,129896
Kyrgyzstan,KGZ,2016,647735,1100032,3297274,964939,69520
Kyrgyzstan,KGZ,2017,630262,1212924,3279967,996418,78629
Kyrgyzstan,KGZ,2018,792227,1354049,3340965,789030,46529
Kyrgyzstan,KGZ,2019,878110,1462749,3361210,711581,42550
Kyrgyzstan,KGZ,2020,778508,1353974,3216040,1143801,87577
Laos,LAO,1992,192213,257223,1261556,1769095,1081019
Laos,LAO,1997,107562,168243,821816,1828119,2224798
Laos,LAO,2002,164894,289827,1488537,2240582,1422261
Laos,LAO,2007,300419,407608,1800735,2351711,1180875
Laos,LAO,2012,617431,762951,2492697,1926847,708877
Laos,LAO,2018,1012238,1082727,2703296,1799564,507181
Latin America and the Caribbean (PIP),,1990,120483198,61751806,109179252,67605583,78282282
Latin America and the Caribbean (PIP),,1991,122946754,65398406,112597698,67826026,76745560
Latin America and the Caribbean (PIP),,1992,122255747,67201087,117194466,70191308,76795296
Latin America and the Caribbean (PIP),,1993,127056477,66035987,119296536,72439407,76896257
Latin America and the Caribbean (PIP),,1994,138251345,69869941,118993320,70701421,71981609
Latin America and the Caribbean (PIP),,1995,142444231,69455499,120325429,73049076,72549386
Latin America and the Caribbean (PIP),,1996,142712509,67504924,119111349,73811323,82601815
Latin America and the Caribbean (PIP),,1997,150201713,70453013,121244034,71980683,79710770
Latin America and the Caribbean (PIP),,1998,157612224,72835944,123026366,71455623,76440367
Latin America and the Caribbean (PIP),,1999,154701266,75186617,126724714,74015821,78420876
Latin America and the Caribbean (PIP),,2000,169624244,76846660,126284131,70914170,72931032
Latin America and the Caribbean (PIP),,2001,174998356,79742840,126585711,71507717,71158476
Latin America and the Caribbean (PIP),,2002,180729893,83033239,128132516,73297585,66031641
Latin America and the Caribbean (PIP),,2003,180033180,83311990,133299602,73764338,67840700
Latin America and the Caribbean (PIP),,2004,188584150,86580908,135110169,71929656,62951594
Latin America and the Caribbean (PIP),,2005,203932107,88476824,132018423,66878948,60682919
Latin America and the Caribbean (PIP),,2006,225016872,93117004,129219841,61299006,50022157
Latin America and the Caribbean (PIP),,2007,239740516,92978860,126549002,57964639,47997545
Latin America and the Caribbean (PIP),,2008,251769572,94866537,124033336,55785167,45198218
Latin America and the Caribbean (PIP),,2009,255209371,97475511,127149787,54859585,43317778
Latin America and the Caribbean (PIP),,2010,268181600,99806354,125136274,51202870,39827001
Latin America and the Caribbean (PIP),,2011,282791047,100162378,122453838,48048462,37366408
Latin America and the Caribbean (PIP),,2012,296285198,99979027,121200263,47949095,32071174
Latin America and the Caribbean (PIP),,2013,305596947,101743590,121051319,46657492,28968218
Latin America and the Caribbean (PIP),,2014,312652635,103310754,121598524,45316103,27591652
Latin America and the Caribbean (PIP),,2015,321200180,103446500,120299567,44520242,27397141
Latin America and the Caribbean (PIP),,2016,326717109,103715213,118795893,44849034,29120935
